mcSEED_subsystem	name	alt_names	functional_role_description	dupl_subsystem		functional_role_type	database_classification	additional_classification	function_description	regulon	example_mcSEED_id	example_locus_tag	evidence	evidence_info	reference
Sialic acid utilization	NanA	NA	N-acetylneuraminate lyase (EC 4.1.3.3)	yes	Neu5Ac	downstream_catabolism	EC 4.1.3.3	NA	Cleaves N-acetylneuraminic acid to N-acetylmannosamine and pyruvate	NanR or NanR2	fig|326426.4.peg.181	Bbr_0168	characterized_bifido	Biochemically characterized (Bifidobacterium breve UCC2003). Knockout of the gene abolishes the growth of Bifidobacterium breve UCC2003 on N-acetylneuraminic acid. Gene in Bifidobacterium breve UCC2003 is upregulated during growth on N-acetylneuraminic acid	24814790
Sialic acid utilization	NanK	NA	N-acetylmannosamine kinase (EC 2.7.1.60)	yes	ManNAc;Neu5Ac	downstream_catabolism	EC 2.7.1.60	NA	Phosphorylates N-acetylmannosamine to N-acetylmannosamine-6-phosphate	NanR or NanR2	fig|326426.4.peg.174	Bbr_0161	characterized_bifido	Biochemically characterized (Bifidobacterium breve UCC2003). Knockout of the gene abolishes the growth of Bifidobacterium breve UCC2003 on N-acetylneuraminic acid. Gene in Bifidobacterium breve UCC2003 is upregulated during growth on N-acetylneuraminic acid	24814790
Sialic acid utilization	NanE	NA	N-acetylmannosamine-6-phosphate 2-epimerase (EC 5.1.3.9)	yes	ManNAc;Neu5Ac	downstream_catabolism	EC 5.1.3.9	NA	Converts N-acetylmannosamine-6-phosphate to N-acetylglucosamine-6-phosphate	NanR or NanR2	fig|326426.4.peg.175	Bbr_0162	characterized_bifido	Biochemically characterized (Bifidobacterium breve UCC2003). Gene in Bifidobacterium breve UCC2003 is upregulated during growth on N-acetylneuraminic acid	24814790
Sialic acid utilization	NagA	NagA2	N-acetylglucosamine-6-phosphate deacetylase (EC 3.5.1.25)	yes	ManNAc;Neu5Ac	downstream_catabolism	EC 3.5.1.25;CE9	NA	Converts N-acetylglucosamine-6-phosphate to D-glucosamine-6-phosphate	NagR	fig|326426.4.peg.1339	Bbr_1247	characterized_bifido	Biochemically characterized (Bifidobacterium breve UCC2003). Knockout of the gene does not affect the growth of Bifidobacterium breve UCC2003 on N-acetylneuraminic acid. Gene in Bifidobacterium breve UCC2003 is upregulated during growth on N-acetylneuraminic acid	24814790
Sialic acid utilization	NagB	NagB1	Glucosamine-6-phosphate deaminase (EC 3.5.99.6)	yes	ManNAc;Neu5Ac	downstream_catabolism	EC 3.5.99.6	NA	Converts D-glucosamine-6-phosphate to D-fructose-6-phosphate	NanR	fig|326426.4.peg.182	Bbr_0169	characterized_bifido	Biochemically characterized (Bifidobacterium breve UCC2003). Gene in Bifidobacterium breve UCC2003 is upregulated during growth on Neu5Ac	24814790
Sialic acid utilization	NanB	NA	N-acetylneuraminate ABC transporter substrate-binding component (TC 3.A.1)	no	Neu5Ac	transporter	TC 3.A.1	ABC Superfamily	Transports N-acetylneuraminic acid	NanR	fig|326426.4.peg.177	Bbr_0164	characterized_bifido	Knockout of the gene abolishes the growth of Bifidobacterium breve UCC2003 on N-acetylneuraminic acid. Gene in Bifidobacterium breve UCC2003 is upregulated during growth on N-acetylneuraminic acid	24814790
Sialic acid utilization	NanC	NA	N-acetylneuraminate ABC transporter permease component 1 (TC 3.A.1)	no	Neu5Ac	transporter	TC 3.A.1	ABC Superfamily	Transports N-acetylneuraminic acid	NanR	fig|326426.4.peg.178	Bbr_0165	characterized_bifido	Knockout of the gene abolishes the growth of Bifidobacterium breve UCC2003 on N-acetylneuraminic acid. Gene in Bifidobacterium breve UCC2003 is upregulated during growth on N-acetylneuraminic acid	24814790
Sialic acid utilization	NanD	NA	N-acetylneuraminate ABC transporter permease component 2 (TC 3.A.1)	no	Neu5Ac	transporter	TC 3.A.1	ABC Superfamily	Transports N-acetylneuraminic acid	NanR	fig|326426.4.peg.179	Bbr_0166	characterized_bifido	Gene in Bifidobacterium breve UCC2003 is upregulated during growth on N-acetylneuraminic acid	24814790
Sialic acid utilization	NanF	NA	N-acetylneuraminate ABC transporter ATP-binding component (TC 3.A.1)	no	Neu5Ac	transporter	TC 3.A.1	ABC Superfamily	Transports N-acetylneuraminic acid	NanR	fig|326426.4.peg.180	Bbr_0167	characterized_bifido	Gene in Bifidobacterium breve UCC2003 is upregulated during growth on N-acetylneuraminic acid	24814790
Sialic acid utilization	NanB2	NA	Putative N-acetylneuraminate ABC transporter substrate-binding component (TC 3.A.1)	no	Neu5Ac	transporter	TC 3.A.1	ABC Superfamily	Predicted to transport N-acetylneuraminic acid	NanR2	fig|1682.76.peg.687	ACEWFX_09160	predicted_new	NA	NA
Sialic acid utilization	NanC2	NA	Putative N-acetylneuraminate ABC transporter permease component 1 (TC 3.A.1)	no	Neu5Ac	transporter	TC 3.A.1	ABC Superfamily	Predicted to transport N-acetylneuraminic acid	NanR2	fig|1682.76.peg.685	ACEWFX_09150	predicted_new	NA	NA
Sialic acid utilization	NanD2	NA	Putative N-acetylneuraminate ABC transporter permease component 2 (TC 3.A.1)	no	Neu5Ac	transporter	TC 3.A.1	ABC Superfamily	Predicted to transport N-acetylneuraminic acid	NanR2	fig|1682.76.peg.686	ACEWFX_09155	predicted_new	NA	NA
Sialic acid utilization	NanR	NA	Transcriptional regulator of N-acetylneuraminate utilization (GntR family)	no	Neu5Ac	regulator	GntR	NA	Transcriptional repressor of the nan gene cluster. Transcriptional effector: N-acetylneuraminic acid	NanR	fig|326426.4.peg.186	Bbr_0173	characterized_bifido	Biochemically characterized (Bifidobacterium breve UCC2003)	25688064
Sialic acid utilization	NanR2	NA	Putative transcriptional regulator of N-acetylneuraminate utilization (RpiR family)	no	Neu5Ac	regulator	RpiR	NA	Predicted to regulate the expression of genes involved in N-acetylneuraminic acid utilization. Predicted transcriptional effector: N-acetylneuraminic acid	NanR2	fig|1682.76.peg.681	ACEWFX_09130	predicted_new	NA	NA
HMO utilization	BbgIII	NA	Extracellular beta-1,4-galactosidase (GH2)	yes	LNnT;SHMO	CAZyme	GH2;CBM32	extracellular	Releases terminal beta-1,4-linked galactopyranosyl (D-Galp) residues from LNnT, LacNAc, and LNH. Has approximately 1000-fold lower activity toward lactose; not active toward lacto-N-biose, LNT, 3FL, LNFP III	NagR	fig|702459.3.peg.500	BBPR_0482	characterized_bifido	Biochemically characterized (Bifidobacterium bifidum JCM1254)	20581010
HMO utilization	BbhI	NA	Extracellular beta-1,3-N-acetylglucosaminidase (GH20)	yes	LNnT;SHMO	CAZyme	GH20;CBM32	extracellular	Releases terminal beta-1,3-linked GlcNAc residues from lacto-N-triose II and core 3 structure mucin O-glycans	NA	fig|702459.3.peg.1583	BBPR_1529	characterized_bifido	Biochemically characterized (Bifidobacterium bifidum JCM1254). Gene in Bifidobacterium bifidum JCM 1254 is upregulated during growth on mucin	20581010;37146969
HMO utilization	LnbB	NA	Extracellular lacto-N-biosidase (GH20)	yes	LNT;LNFPI;lcFHMO;SHMO	CAZyme	GH20;CBM32	extracellular	(i) cleaves the -GlcNAc(b1-3)Gal- glycosidic bond in LNT, releasing lacto-N-biose and lactose; also active toward LNH; (ii) releases galacto-N-biose from Gb5 and GA1 oligosaccharides	NagR	fig|702459.3.peg.1489	BBPR_1438	characterized_bifido	Biochemically characterized (Bifidobacterium bifidum JCM1254)	18469123;23843461;25839135
HMO utilization	LnbX	NA	Extracellular lacto-N-biosidase (GH136)	yes	LNT;LNFPI;SHMO	CAZyme	GH136	extracellular	(i) cleaves the -GlcNAc(b1-3)Gal- glycosidic bond in LNT, releasing lacto-N-biose and lactose; also active toward LNFP I, LNH, and LST a; (ii) releases galacto-N-biose from Gb5 pentasaccharide and globo H hexasaccharide	NagR	fig|565042.3.peg.1561	BLLJ_1505	characterized_bifido	Biochemically characterized (Bifidobacterium longum subsp. longum JCM1217). Knockout of the gene abolishes the growth of Bifidobacterium longum subsp. longum JCM1217 on LNT	23843461;25839135;28392148
HMO utilization	LnbI	NA	Putative extracellular lacto-N-biosidase (GH136)	no	LNT;LNFP I;lcFHMO	CAZyme	GH136;CBM32	extracellular	Predicted to cleave the -GlcNAc(b1-3)Gal- glycosidic bond in LNT (releasing lacto-N-biose and lactose), LNFP I (releasing H1 trisaccharide and lactose), and LNFP II (releasing Lewis a trisaccharide and lactose)	NagR	fig|1682.137.peg.1711	BIFLH23_01655	predicted_new	NA	NA
HMO utilization	BbAfcA	AfcA	Extracellular alpha-1,2-L-fucosidase (GH95)	yes	2'FL;LDFT;LNFPI;lcFHMO	CAZyme	GH95	extracellular	Releases terminal alpha-1,2-linked fucopyranosyl (L-Fucp) residues from 2'FL and LNFP I	NA	fig|702459.3.peg.202	BBPR_0193	characterized_bifido	Biochemically characterized (Bifidobacterium bifidum JCM1254). Gene in Bifidobacterium bifidum L22 is upregulated during growth on mucin	15262925;18223105
HMO utilization	BbAfcB	AfcB	Extracellular alpha-1,3/4-L-fucosidase (GH29)	yes	3FL;LDFT;lcFHMO	CAZyme	GH29_B;CBM32	extracellular	Releases terminal alpha-1,3/4-linked fucopyranosyl (L-Fucp) residues from 3FL, LNFP II, LNFP III, Lewis a/x trisaccharides, Lewis y tetrasachharide 	NA	fig|702459.3.peg.1407	BBPR_1360	characterized_bifido	Biochemically characterized (Bifidobacterium bifidum JCM1254)	19520709
HMO utilization	SiaBb1	NA	Extracellular alpha-2,3/6/8-sialidase with acetylesterase (GH33)	yes	SHMO	CAZyme	GH33	extracellular	Releases terminal alpha-2,3/6-linked N-acetylneuraminic acid/Neu5,9Ac2 residues from HMOs and mucin O-glycans. The second domain acts as sialate-O-acetylesterase acting on Neu5,9Ac2	NA	fig|702459.3.peg.1852	BBPR_1793	characterized_bifido	Biochemically characterized (Bifidobacterium bifidum JCM1254)	30027820
HMO utilization	SiaBb2	NA	Extracellular alpha-2,3/6/8-sialidase (GH33)	yes	SHMO	CAZyme	GH33	extracellular	Releases terminal alpha-2,3/6/8-linked N-acetylneuraminic acid/Neu5,9Ac2 residues from 3'SL, 6'SL (low activity), DSLNT, ganglioside GD1a, colominic acid (low activity), N- and O-glycans	NA	fig|702459.3.peg.1853	BBPR_1794	characterized_bifido	Biochemically characterized (Bifidobacterium bifidum JCM1254). Knockout of the gene decreases the growth of Bifidobacterium bifidum ATCC 15696 on 6’SL and acidic porcine mucin oligosaccharide mixture	21036948;29787815;30027820
HMO utilization	LacS	NA	Lactose MFS permease (TC 2.A.2)	yes	LNT;LNnT;2'FL;3FL;LDFT;LNFPI;lcFHMO;SHMO	transporter	TC 2.A.2	MFS Superfamily; Glycoside-Pentoside-Hexuronide (GPH):Cation Symporter Family	Transports lactose and lactulose	LacR or NagR	fig|326426.4.peg.1665	Bbr_1551	characterized_bifido	Knockout of the gene abolishes the growth of Bifidobacterium breve UCC2003 on lactose and lactulose	23199239
HMO utilization	GltA	LnbA	Lacto-N-biose/galacto-N-biose ABC transporter-1 substrate-binding component (TC 3.A.1.1.48)	yes	LNB;LNT;LNFPI;lcFHMO;SHMO	transporter	TC 3.A.1.1.48	ABC Superfamily; Carbohydrate Uptake Transporter-1 (CUT1) Family	Binds lacto-N-biose and galacto-N-biose in vitro	NagR	fig|565042.3.peg.1682	BLLJ_1626	characterized_bifido	Biochemically characterized (Bifidobacterium longum subsp. longum JCM1217, Bifidobacterium longum subsp. infantis ATCC 15697, Bifidobacterium longum subsp. longum SC596)	18332142;21423604;27756904
HMO utilization	GltB	LnbB	Lacto-N-biose/galacto-N-biose ABC transporter-1 permease component 1 (TC 3.A.1.1.48)	yes	LNB;LNT;LNFPI;lcFHMO;SHMO	transporter	TC 3.A.1.1.48	ABC Superfamily; Carbohydrate Uptake Transporter-1 (CUT1) Family	Likely transports lacto-N-biose and galacto-N-biose	NagR	fig|565042.3.peg.1681	BLLJ_1625	predicted_previously	Function was suggested previously in the literature	18332142;21423604;27756904
HMO utilization	GltC	LnbB	Lacto-N-biose/galacto-N-biose ABC transporter-1 permease component 2 (TC 3.A.1.1.48)	yes	LNB;LNT;LNFPI;lcFHMO;SHMO	transporter	TC 3.A.1.1.48	ABC Superfamily; Carbohydrate Uptake Transporter-1 (CUT1) Family	Likely transports lacto-N-biose and galacto-N-biose	NagR	fig|565042.3.peg.1680	BLLJ_1624	predicted_previously	Function was suggested previously in the literature	18332142;21423604;27756904
HMO utilization	GltF	Blon_0883	Lacto-N-biose/galacto-N-biose ABC transporter-2 substrate-binding component (TC 3.A.1.1)	yes	LNB;LNT;LNFPI;lcFHMO;SHMO	transporter	TC 3.A.1.1	ABC Superfamily; Carbohydrate Uptake Transporter-1 (CUT1) Family	Transports lacto-N-biose, galacto-N-biose, H1 and Lewis a trisaccharides	NagR	fig|391904.5.peg.886	Blon_0883	characterized_bifido	Biochemically characterized (Bifidobacterium longum subsp. infantis ATCC 15697). Knockout of the gene abolishes the consumption of Lewis a trisaccharide by Bifidobacterium longum subsp. infantis ATCC 15697. Gene in Bifidobacterium longum subsp. infantis ATCC15697 is upregulated during growth on LNT and LNnT	21423604;29900174;;27756904;36094076;10.1101/2025.02.07.637197
HMO utilization	GltG	Blon_0884	Lacto-N-biose/galacto-N-biose ABC transporter-2 permease component 1 (TC 3.A.1.1)	yes	LNB;LNT;LNFPI;lcFHMO;SHMO	transporter	TC 3.A.1.1	ABC Superfamily; Carbohydrate Uptake Transporter-1 (CUT1) Family	Transports lacto-N-biose, galacto-N-biose, H1 and Lewis a trisaccharides	NagR	fig|391904.5.peg.887	Blon_0884	characterized_bifido	Gene in Bifidobacterium longum subsp. infantis ATCC15697 is upregulated during growth on LNT and LNnT	29900174;36094076;10.1101/2025.02.07.637197
HMO utilization	GltH	Blon_0885	Lacto-N-biose/galacto-N-biose ABC transporter-2 permease component 2 (TC 3.A.1.1)	yes	LNB;LNT;LNFPI;lcFHMO;SHMO	transporter	TC 3.A.1.1	ABC Superfamily; Carbohydrate Uptake Transporter-1 (CUT1) Family	Transports lacto-N-biose, galacto-N-biose, H1 and Lewis a trisaccharides	NagR	fig|391904.5.peg.888	Blon_0885	characterized_bifido	Gene in Bifidobacterium longum subsp. infantis ATCC15697 is upregulated during growth on LNT and LNnT	29900174;36094076;10.1101/2025.02.07.637197
HMO utilization	GltA_LNT	Blon_2177	Type I chain HMO ABC transporter substrate-binding component (TC 3.A.1.1)	no	LNT	transporter	TC 3.A.1.1	ABC Superfamily; Carbohydrate Uptake Transporter-1 (CUT1) Family	Binds lacto-N-tetraose in vitro	NagR	fig|391904.5.peg.2187	Blon_2177	characterized_bifido	Biochemically characterized (Bifidobacterium longum subsp. infantis ATCC 15697, Bifidobacterium longum subsp. longum SC596). Gene in Bifidobacterium longum subsp. infantis ATCC15697 is upregulated during growth on LNT and LNnT	21423604;29900174;36094076
HMO utilization	GltB_LNT	Blon_2176	Type I chain HMO ABC transporter permease component 1 (TC 3.A.1.1)	no	LNT	transporter	TC 3.A.1.1	ABC Superfamily; Carbohydrate Uptake Transporter-1 (CUT1) Family	Likely transports lacto-N-tetraose	NagR	fig|391904.5.peg.2186	Blon_2176	predicted_previously	Function was suggested previously in the literature. Gene in Bifidobacterium longum subsp. infantis ATCC15697 is upregulated during growth on LNT and LNnT	29900174;36094076
HMO utilization	GltC_LNT	Blon_2175	Type I chain HMO ABC transporter permease component 2 (TC 3.A.1.1)	no	LNT	transporter	TC 3.A.1.1	ABC Superfamily; Carbohydrate Uptake Transporter-1 (CUT1) Family	Likely transports lacto-N-tetraose	NagR	fig|391904.5.peg.2185	Blon_2175	predicted_previously	Function was suggested previously in the literature. Gene in Bifidobacterium longum subsp. infantis ATCC15697 is upregulated during growth on LNT and LNnT	29900174;36094076
HMO utilization	HmoA	Blon_2347	Type II chain HMO ABC transporter (Blon_2347) substrate-binding component (TC 3.A.1.1)	no	LNnT;lcFHMO;SHMO	transporter	TC 3.A.1.1	ABC Superfamily; Carbohydrate Uptake Transporter-1 (CUT1) Family	Binds lacto-N-neotetraose in vitro	NagR	fig|391904.5.peg.2361	Blon_2347	characterized_bifido	Biochemically characterized (Bifidobacterium longum subsp. infantis ATCC 15697). Gene in Bifidobacterium longum subsp. infantis ATCC15697 is upregulated during growth on LNT, LNnT, and HMO mixture	21423604;26337101;29900174;36094076
HMO utilization	HmoA2	Blon_2344	Putative HMO ABC transporter (Blon_2344) substrate-binding component (TC 3.A.1.1)	no	LNnT;lcFHMO;SHMO	transporter	TC 3.A.1.1	ABC Superfamily; Carbohydrate Uptake Transporter-1 (CUT1) Family	Binds lacto-N-neotetraose in vitro with very low affinity	NagR	fig|391904.5.peg.2358	Blon_2344	characterized_bifido	Biochemically characterized (Bifidobacterium longum subsp. infantis ATCC 15697). Gene in Bifidobacterium longum subsp. infantis ATCC15697 is upregulated during growth on LNT, LNnT, and HMO mixture	21423604;26337101;29900174;36094076
HMO utilization	HmoB	Blon_2346	Putative HMO ABC transporter permease component 1 (TC 3.A.1.1)	no	LNnT;lcFHMO;SHMO	transporter	TC 3.A.1.1	ABC Superfamily; Carbohydrate Uptake Transporter-1 (CUT1) Family	Predicted to transport HMOs	NagR	fig|391904.5.peg.2360	Blon_2343;Blon_2346	predicted_previously	Function was suggested previously in the literature. Gene in Bifidobacterium longum subsp. infantis ATCC15697 is upregulated during growth on LNT, LNnT, and HMO mixture	26337101;29900174;36094076
HMO utilization	HmoC	Blon_2345	Putative HMO ABC transporter permease component 2 (TC 3.A.1.1)	no	LNnT;lcFHMO;SHMO	transporter	TC 3.A.1.1	ABC Superfamily; Carbohydrate Uptake Transporter-1 (CUT1) Family	Predicted to transport HMOs	NagR	fig|391904.5.peg.2359	Blon_2342;Blon_2345	predicted_previously	Function was suggested previously in the literature. Gene in Bifidobacterium longum subsp. infantis ATCC15697 is upregulated during growth on LNT, LNnT, and HMO mixture	26337101;29900174;36094076
HMO utilization	HmoA3	Blon_2350	Putative HMO ABC transporter (Blon_2350) substrate-binding component (TC 3.A.1.1)	no	lcFHMO;SHMO	transporter	TC 3.A.1.1	ABC Superfamily; Carbohydrate Uptake Transporter-1 (CUT1) Family	Predicted to transport HMOs	NagR	fig|391904.5.peg.2365	Blon_2350	predicted_previously	Function was suggested previously in the literature. Gene in Bifidobacterium longum subsp. infantis ATCC15697 is upregulated during growth on LNT, LNnT, and HMO mixture	21423604;26337101;29900174;36094076
HMO utilization	HmoA4	Blon_2351	Putative HMO ABC transporter (Blon_2351) substrate-binding component (TC 3.A.1.1)	no	lcFHMO;SHMO	transporter	TC 3.A.1.1	ABC Superfamily; Carbohydrate Uptake Transporter-1 (CUT1) Family	Predicted to transport HMOs	NagR	fig|391904.5.peg.2366	Blon_2351	predicted_previously	Function was suggested previously in the literature. Gene in Bifidobacterium longum subsp. infantis ATCC15697 is upregulated during growth on LNT, LNnT, and HMO mixture	21423604;26337101;29900174;36094076
